Cast date,Tx hash,Log index,Spell address,Token,Symbol,Amount,Movement,Tag,Coverage,From,From name,From prime,To,To name,To prime
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,97,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,100,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,102,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,105,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,4000,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x9244f47d70587fa2329b89b6f503022b63ad54a5,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,110,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,113,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,115,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,118,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,4000,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x252abaee2f4f4b8d39e5f12b163edfb7fac7aed7,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,123,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,3733,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,126,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,3733,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,128,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,3733,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,131,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,3733,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0xebce83e491947adb1396ee7e55d3c81414fb0d47,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,136,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,800,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,139,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,800,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,141,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,800,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,144,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,800,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x8d4df847db7ffe0b46af084fe031f7691c6478c2,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,149,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,400,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,152,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,400,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,154,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,400,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,157,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,400,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x0f04a22b62a26e25a29cba5a595623038ef7ace7,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,162,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,129,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,165,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,129,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,167,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,129,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,170,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,129,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x78c180cf113fe4845c325f44648b6567bc79d6e0,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,175,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,50167,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,178,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,50167,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,180,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,50167,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,183,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,50167,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0xb6c09680d822f162449cdfb8248a7d3fc26ec9bf,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,188,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,16417,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,191,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,16417,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,193,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,16417,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,196,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,16417,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x9244f47d70587fa2329b89b6f503022b63ad54a5,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,201,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,11000,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,204,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,11000,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,206,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,11000,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,209,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,11000,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x73dfc091ad77c03f2809204fcf03c0b9dccf8c7a,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,212,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x56072c95faa701256059aa122697b133aded9279,SKY,330000,transfer,protocol-outflow,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0xb6c09680d822f162449cdfb8248a7d3fc26ec9bf,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,213,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x56072c95faa701256059aa122697b133aded9279,SKY,288000,transfer,protocol-outflow,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x9244f47d70587fa2329b89b6f503022b63ad54a5,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,226,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,1012383650.98,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0x629ad4d779f46b8a1491d3f76f7e97cb04d8b1cd,ALLOCATOR_BLOOM_A_BUFFER,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,231,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,1012383650.98,transfer,protocol-outflow,new,0x629ad4d779f46b8a1491d3f76f7e97cb04d8b1cd,ALLOCATOR_BLOOM_A_BUFFER,,0x1601843c5e9bc251a3272907010afa41fa18347e,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,235,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x59cd1c87501baa753d0b5b5ab5d8416a45cd71db,spWETH,0.079310744839499432,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0xb137e7d16564c81ae2b0c8ee6b55de81dd46ece5,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,237,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x59cd1c87501baa753d0b5b5ab5d8416a45cd71db,spWETH,565.143068027960523256,transfer,unclassified,new,0xb137e7d16564c81ae2b0c8ee6b55de81dd46ece5,,,0x2e1b01adabb8d4981863394bea23a1263cbaedfc,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,245,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x6a9da2d710bb9b700acde7cb81f10f1ff8c89041,BUIDL-I,608367166.98,transfer,unclassified,new,0x1601843c5e9bc251a3272907010afa41fa18347e,,,0x491edfb0b8b608044e227225c715981a30f3a44e,,
2025-07-28,0xdd5bf338720c06dd098216e53a276a8bac00fddd80e94757f4e12c9e09f853ab,246,0x12a79facd8d6bbb1583593ef414897a9ba8f0d26,0x8c213ee79581ff4984583c6a801e5263418c4b86,JTRSY,376701261.673992,transfer,unclassified,new,0x1601843c5e9bc251a3272907010afa41fa18347e,,,0x491edfb0b8b608044e227225c715981a30f3a44e,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,336,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,10000000,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,339,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,10000000,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,341,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,10000000,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,344,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,10000000,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x483413cccd796deddee88e4d3e202425d5e891c6,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,347,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x56072c95faa701256059aa122697b133aded9279,SKY,200000000,transfer,protocol-outflow,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x483413cccd796deddee88e4d3e202425d5e891c6,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,360,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,177507,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,363,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,177507,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,365,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,177507,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,368,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,177507,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0x464c71f6c2f760dda6093dcb91c24c39e5d6e18c,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,373,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,2000000,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,376,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,2000000,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,378,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,2000000,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,381,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,2000000,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0xd8507ef0a59f37d15b5d7b630fa6eea40ce4afdd,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,386,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,mint,plumbing,new,0x0000000000000000000000000000000000000000,,,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,389,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,transfer,plumbing,new,0xbe8e3e3618f7474f8cb1d074a26affef007e98fb,MCD_PAUSE_PROXY,,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,391,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,4000,burn,plumbing,new,0x3225737a9bbb6473cb4a45b7244aca2befdb276a,DAI_USDS,,0x0000000000000000000000000000000000000000,,
2025-08-25,0x9dff3cf283969f0d6b54347829463aabbcad43e79ebb7ad20c5154e951586e3f,394,0x3f89fedd7588456e44189a36fd888c56b2c1f589,0xdc035d45d973e3ec169d2276ddab16f1e407384f,USDS,4000,mint,protocol-outflow,new,0x0000000000000000000000000000000000000000,,,0xb6c09680d822f162449cdfb8248a7d3fc26ec9bf,,
